float_id,cycle_number,profile_date,latitude,longitude,data_mode,direction,temp_measurements,psal_measurements,pres_measurements,max_pressure,min_temp,max_temp,min_salinity,max_salinity,profile_file
6903569,147,,67.41634,-1.78983,D,A,1000,1000,1000,2001.0400390625,-0.756600022315979,4.041100025177002,34.895301818847656,34.96480178833008,argo_organized_data\float_6903569\profiles\cycle_147.json
6903569,148,,67.66595,-1.34388,D,A,999,999,999,2000.3599853515625,-0.7458999752998352,3.994499921798706,34.90039825439453,34.973899841308594,argo_organized_data\float_6903569\profiles\cycle_148.json
6903569,149,,67.75646,-0.93387,D,A,999,999,999,1999.6600341796875,-0.7434999942779541,4.108500003814697,34.90019989013672,34.98789978027344,argo_organized_data\float_6903569\profiles\cycle_149.json
6903569,150,,67.90932,-0.88056,D,A,999,999,999,2000.4200439453125,-0.7422000169754028,3.796799898147583,34.900699615478516,34.99570083618164,argo_organized_data\float_6903569\profiles\cycle_150.json
6903569,151,,68.01943,-0.91428,D,A,999,999,999,2000.030029296875,-0.7515000104904175,5.562699794769287,34.89139938354492,35.04869842529297,argo_organized_data\float_6903569\profiles\cycle_151.json
6903569,154,,68.30106,-1.81255,D,A,1000,1000,1000,2001.8800048828125,-0.7391999959945679,4.666500091552734,34.89080047607422,35.000099182128906,argo_organized_data\float_6903569\profiles\cycle_154.json
6903569,156,,68.52353,-2.28569,D,A,1000,1000,1000,2001.550048828125,-0.7366999983787537,4.299200057983398,34.89569854736328,34.99909973144531,argo_organized_data\float_6903569\profiles\cycle_156.json
6903569,157,,68.61475,-2.31221,D,A,1000,1000,1000,2001.47998046875,-0.7343000173568726,4.461599826812744,34.89469909667969,35.00270080566406,argo_organized_data\float_6903569\profiles\cycle_157.json
6903569,160,,68.61464,-3.20295,D,A,1001,1001,1001,2001.77001953125,-0.734499990940094,4.562900066375732,34.89390182495117,35.0004997253418,argo_organized_data\float_6903569\profiles\cycle_160.json
6903569,161,,68.54372,-3.83343,D,A,1001,1001,1001,2001.719970703125,-0.728600025177002,4.7916998863220215,34.895599365234375,35.014198303222656,argo_organized_data\float_6903569\profiles\cycle_161.json
6903569,162,,68.38641,-4.07476,D,A,1000,1000,1000,2001.3199462890625,-0.7541999816894531,4.393799781799316,34.897098541259766,35.01100158691406,argo_organized_data\float_6903569\profiles\cycle_162.json
6903569,165,,68.132195,-4.71694,D,A,1000,1000,1000,2001.2900390625,-0.7394999861717224,4.216599941253662,34.89339828491211,34.990699768066406,argo_organized_data\float_6903569\profiles\cycle_165.json
