float_id,cycle_number,profile_date,latitude,longitude,data_mode,direction,temp_measurements,psal_measurements,pres_measurements,max_pressure,min_temp,max_temp,min_salinity,max_salinity,profile_file
6903569,94,,65.09126,-5.39203,D,A,999,999,999,2000.1500244140625,-0.7426999807357788,6.2657999992370605,34.880401611328125,34.92829895019531,argo_organized_data\float_6903569\profiles\cycle_094.json
6903569,95,,65.111,-5.34832,D,A,1000,1000,1000,2001.3499755859375,-0.7419999837875366,6.413700103759766,34.885398864746094,34.93389892578125,argo_organized_data\float_6903569\profiles\cycle_095.json
6903569,96,,65.13469,-5.29437,D,A,1000,1000,1000,2001.1600341796875,-0.7394000291824341,7.113699913024902,34.85490036010742,34.94660186767578,argo_organized_data\float_6903569\profiles\cycle_096.json
6903569,97,,65.15079,-5.24951,D,A,999,999,999,2000.4100341796875,-0.7451000213623047,6.841000080108643,34.87260055541992,34.92720031738281,argo_organized_data\float_6903569\profiles\cycle_097.json
6903569,98,,65.15902,-5.22842,D,A,1000,1000,1000,2000.47998046875,-0.7462999820709229,6.893400192260742,34.87799835205078,34.9296989440918,argo_organized_data\float_6903569\profiles\cycle_098.json
6903569,99,,65.15359,-5.24102,D,A,1000,1000,1000,2001.27001953125,-0.7411999702453613,6.77839994430542,34.89699935913086,34.92290115356445,argo_organized_data\float_6903569\profiles\cycle_099.json
6903569,100,,65.14795,-5.23456,D,A,1000,1000,1000,2001.219970703125,-0.7426999807357788,7.255099773406982,34.891700744628906,34.93629837036133,argo_organized_data\float_6903569\profiles\cycle_100.json
6903569,101,,65.1393,-5.21422,D,A,1000,1000,1000,2001.280029296875,-0.7429999709129333,6.793300151824951,34.897300720214844,34.95389938354492,argo_organized_data\float_6903569\profiles\cycle_101.json
6903569,102,,65.15771,-5.11657,D,A,998,998,998,2000.0,-0.7447999715805054,7.582399845123291,34.89670181274414,34.96699905395508,argo_organized_data\float_6903569\profiles\cycle_102.json
6903569,103,,65.22182,-4.89275,D,A,1000,1000,1000,2001.3800048828125,-0.7440999746322632,9.225700378417969,34.85350036621094,34.96860122680664,argo_organized_data\float_6903569\profiles\cycle_103.json
6903569,104,,65.3151,-4.63126,D,A,999,999,999,1999.47998046875,-0.7537000179290771,9.112000465393066,34.84640121459961,34.95479965209961,argo_organized_data\float_6903569\profiles\cycle_104.json
6903569,105,,65.44086,-4.34654,D,A,1000,1000,1000,2001.1099853515625,-0.7603999972343445,8.148500442504883,34.817298889160156,34.96390151977539,argo_organized_data\float_6903569\profiles\cycle_105.json
6903569,106,,65.56252,-4.14743,D,A,1001,1001,1001,2001.1700439453125,-0.7631000280380249,9.019200325012207,34.889400482177734,34.99020004272461,argo_organized_data\float_6903569\profiles\cycle_106.json
6903569,107,,65.62612,-3.99762,D,A,1000,1000,1000,2001.449951171875,-0.753000020980835,9.514699935913086,34.88959884643555,34.95940017700195,argo_organized_data\float_6903569\profiles\cycle_107.json
6903569,108,,65.65593,-3.88404,D,A,1001,1001,1001,2001.550048828125,-0.7613999843597412,10.004899978637695,34.891700744628906,34.95940017700195,argo_organized_data\float_6903569\profiles\cycle_108.json
6903569,109,,65.71422,-3.84184,D,A,1001,1001,1001,2001.2900390625,-0.7537999749183655,10.567999839782715,34.891998291015625,34.958900451660156,argo_organized_data\float_6903569\profiles\cycle_109.json
6903569,110,,65.7464,-3.80762,D,A,1000,1000,1000,2001.2099609375,-0.7520999908447266,10.793999671936035,34.89350128173828,35.01959991455078,argo_organized_data\float_6903569\profiles\cycle_110.json
6903569,111,,65.81286,-3.73605,D,A,1001,1001,1001,2001.3599853515625,-0.7462999820709229,10.925399780273438,34.887001037597656,35.01639938354492,argo_organized_data\float_6903569\profiles\cycle_111.json
6903569,112,,65.89299,-3.60831,D,A,999,999,999,2001.5999755859375,-0.7450000047683716,10.69789981842041,34.9015998840332,34.98590087890625,argo_organized_data\float_6903569\profiles\cycle_112.json
6903569,113,,65.9252,-3.5415,D,A,1000,1000,1000,2001.1199951171875,-0.7523999810218811,10.780400276184082,34.89670181274414,34.973201751708984,argo_organized_data\float_6903569\profiles\cycle_113.json
6903569,114,,66.00943,-3.48063,D,A,999,999,999,2000.0699462890625,-0.7416999936103821,10.950599670410156,34.89619827270508,34.955299377441406,argo_organized_data\float_6903569\profiles\cycle_114.json
6903569,115,,66.03989,-3.46301,D,A,1001,1001,1001,2001.02001953125,-0.7533000111579895,10.772600173950195,34.88959884643555,35.060298919677734,argo_organized_data\float_6903569\profiles\cycle_115.json
6903569,116,,66.11943,-3.35469,D,A,999,999,999,2001.4100341796875,-0.7408000230789185,10.67140007019043,34.893699645996094,34.97909927368164,argo_organized_data\float_6903569\profiles\cycle_116.json
6903569,118,,66.03229,-3.13256,D,A,1000,1000,1000,2001.300048828125,-0.7519000172615051,10.65999984741211,34.90119934082031,35.01470184326172,argo_organized_data\float_6903569\profiles\cycle_118.json
6903569,119,,66.10132,-3.09762,D,A,999,999,999,2001.4599609375,-0.7390999794006348,9.160099983215332,34.897701263427734,35.02519989013672,argo_organized_data\float_6903569\profiles\cycle_119.json
6903569,120,,66.03157,-3.04518,D,A,1000,1000,1000,2000.22998046875,-0.7426000237464905,9.143199920654297,34.9026985168457,34.999698638916016,argo_organized_data\float_6903569\profiles\cycle_120.json
6903569,121,,65.94877,-3.13186,D,A,1000,1000,1000,2001.0799560546875,-0.7491999864578247,8.849100112915039,34.8848991394043,34.9900016784668,argo_organized_data\float_6903569\profiles\cycle_121.json
6903569,122,,66.04948,-3.05576,D,A,1001,1001,1001,2001.31005859375,-0.7386000156402588,8.829700469970703,34.8921012878418,34.99250030517578,argo_organized_data\float_6903569\profiles\cycle_122.json
6903569,123,,66.14901,-2.97603,D,A,999,999,999,2001.0400390625,-0.7343999743461609,8.125800132751465,34.89070129394531,34.99300003051758,argo_organized_data\float_6903569\profiles\cycle_123.json
6903569,124,,66.22314,-2.94284,D,A,999,999,999,1999.760009765625,-0.7386000156402588,7.557400226593018,34.9015998840332,34.98040008544922,argo_organized_data\float_6903569\profiles\cycle_124.json
6903569,125,,66.23656,-2.83197,D,A,1000,1000,1000,2001.0400390625,-0.742900013923645,7.60260009765625,34.90230178833008,34.982398986816406,argo_organized_data\float_6903569\profiles\cycle_125.json
6903569,126,,66.27254,-2.85106,D,A,1000,1000,1000,2001.280029296875,-0.7563999891281128,7.278299808502197,34.89080047607422,34.9818000793457,argo_organized_data\float_6903569\profiles\cycle_126.json
6903569,127,,66.44006,-2.88798,D,A,1000,1000,1000,2001.010009765625,-0.7585999965667725,7.625999927520752,34.89759826660156,34.97529983520508,argo_organized_data\float_6903569\profiles\cycle_127.json
6903569,128,,66.40677,-2.7037,D,A,1000,1000,1000,2001.0799560546875,-0.7631999850273132,6.869699954986572,34.90409851074219,35.017799377441406,argo_organized_data\float_6903569\profiles\cycle_128.json
6903569,129,,66.43722,-2.67661,D,A,1000,1000,1000,2001.510009765625,-0.754800021648407,6.455100059509277,34.90380096435547,34.9994010925293,argo_organized_data\float_6903569\profiles\cycle_129.json
6903569,130,,66.45898,-2.59407,D,A,1000,1000,1000,2000.4000244140625,-0.7601000070571899,6.559199810028076,34.90330123901367,34.98210144042969,argo_organized_data\float_6903569\profiles\cycle_130.json
6903569,131,,66.37946,-2.49515,D,A,999,999,999,1999.6700439453125,-0.7540000081062317,6.421999931335449,34.902099609375,34.979801177978516,argo_organized_data\float_6903569\profiles\cycle_131.json
6903569,132,,66.31551,-2.66946,D,A,1001,1001,1001,2001.3900146484375,-0.7602999806404114,6.2170000076293945,34.903099060058594,34.97019958496094,argo_organized_data\float_6903569\profiles\cycle_132.json
6903569,133,,66.30949,-2.87191,D,A,998,998,998,2001.4100341796875,-0.7666000127792358,5.832900047302246,34.902801513671875,34.96160125732422,argo_organized_data\float_6903569\profiles\cycle_133.json
6903569,134,,66.38652,-2.95082,D,A,999,999,999,2001.02001953125,-0.755299985408783,5.417300224304199,34.90119934082031,34.95330047607422,argo_organized_data\float_6903569\profiles\cycle_134.json
6903569,135,,66.46424,-2.98308,D,A,1000,1000,1000,2001.760009765625,-0.7486000061035156,5.289999961853027,34.9026985168457,34.94449996948242,argo_organized_data\float_6903569\profiles\cycle_135.json
6903569,136,,66.53736,-2.85649,D,A,1000,1000,1000,2001.550048828125,-0.7465999722480774,5.213799953460693,34.89469909667969,34.954200744628906,argo_organized_data\float_6903569\profiles\cycle_136.json
6903569,137,,66.63642,-2.76844,D,A,1000,1000,1000,2001.719970703125,-0.7455999851226807,5.523799896240234,34.9026985168457,34.96860122680664,argo_organized_data\float_6903569\profiles\cycle_137.json
6903569,138,,66.7023,-2.75246,D,A,1000,1000,1000,2001.18994140625,-0.7526999711990356,5.594200134277344,34.89860153198242,34.999000549316406,argo_organized_data\float_6903569\profiles\cycle_138.json
6903569,139,,66.79435,-2.81052,D,A,999,999,999,2000.4000244140625,-0.7426999807357788,5.51230001449585,34.9025993347168,34.99330139160156,argo_organized_data\float_6903569\profiles\cycle_139.json
6903569,140,,66.79369,-2.88491,D,A,1000,1000,1000,2001.3199462890625,-0.7491000294685364,4.8821001052856445,34.901100158691406,34.96910095214844,argo_organized_data\float_6903569\profiles\cycle_140.json
6903569,143,,67.02943,-2.49638,D,A,1000,1000,1000,2001.77001953125,-0.7408000230789185,4.788899898529053,34.89500045776367,34.98569869995117,argo_organized_data\float_6903569\profiles\cycle_143.json
6903569,144,,67.04341,-2.37791,D,A,1000,1000,1000,2001.0999755859375,-0.7494000196456909,4.522500038146973,34.89939880371094,34.968101501464844,argo_organized_data\float_6903569\profiles\cycle_144.json
6903569,145,,67.07113,-2.27442,D,A,1000,1000,1000,2001.3499755859375,-0.7497000098228455,4.32859992980957,34.89860153198242,34.958499908447266,argo_organized_data\float_6903569\profiles\cycle_145.json
6903569,146,,67.18568,-2.19801,D,A,1000,1000,1000,2001.3199462890625,-0.7537999749183655,4.193999767303467,34.89070129394531,34.945701599121094,argo_organized_data\float_6903569\profiles\cycle_146.json
