float_id,cycle_number,profile_date,latitude,longitude,num_measurements,max_pressure,min_pressure,temp_range,psal_range,data_mode,file_path
6903569,138,2021-12-30 09:52:17,66.7023,-2.75246,1000,2001.18994140625,3.990000009536743,-0.75 to 5.59,34.90 to 35.00,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_138.nc
6903569,139,2022-01-04 09:57:35,66.79435,-2.81052,999,2000.4000244140625,4.289999961853027,-0.74 to 5.51,34.90 to 34.99,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_139.nc
6903569,140,2022-01-09 09:46:33,66.79369,-2.88491,1000,2001.3199462890625,4.230000019073486,-0.75 to 4.88,34.90 to 34.97,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_140.nc
6903569,143,2022-01-24 09:45:43,67.02943,-2.49638,1000,2001.77001953125,4.380000114440918,-0.74 to 4.79,34.90 to 34.99,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_143.nc
6903569,144,2022-01-29 10:04:44,67.04341,-2.37791,1000,2001.0999755859375,4.489999771118164,-0.75 to 4.52,34.90 to 34.97,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_144.nc
6903569,145,2022-02-03 09:52:39,67.07113,-2.27442,1000,2001.3499755859375,4.460000038146973,-0.75 to 4.33,34.90 to 34.96,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_145.nc
6903569,146,2022-02-08 10:10:23,67.18568,-2.19801,1000,2001.3199462890625,4.460000038146973,-0.75 to 4.19,34.89 to 34.95,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_146.nc
6903569,147,2022-02-13 10:03:32,67.41634,-1.78983,1000,2001.0400390625,4.139999866485596,-0.76 to 4.04,34.90 to 34.96,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_147.nc
6903569,148,2022-02-18 09:45:14,67.66595,-1.34388,999,2000.3599853515625,4.380000114440918,-0.75 to 3.99,34.90 to 34.97,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_148.nc
6903569,149,2022-02-23 10:12:36,67.75646,-0.93387,999,1999.6600341796875,4.440000057220459,-0.74 to 4.11,34.90 to 34.99,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_149.nc
6903569,150,2022-02-28 09:41:34,67.90932,-0.88056,999,2000.4200439453125,4.480000019073486,-0.74 to 3.80,34.90 to 35.00,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_150.nc
6903569,151,2022-03-05 10:06:49,68.01943,-0.91428,999,2000.030029296875,2.9000000953674316,-0.75 to 5.56,34.89 to 35.05,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_151.nc
6903569,154,2022-03-20 09:48:35,68.30106,-1.81255,1000,2001.8800048828125,4.239999771118164,-0.74 to 4.67,34.89 to 35.00,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_154.nc
6903569,156,2022-03-31 09:34:35,68.52353,-2.28569,1000,2001.550048828125,4.400000095367432,-0.74 to 4.30,34.90 to 35.00,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_156.nc
6903569,157,2022-04-05 09:39:47,68.61475,-2.31221,1000,2001.47998046875,4.5,-0.73 to 4.46,34.89 to 35.00,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_157.nc
6903569,160,2022-04-20 09:39:18,68.61464,-3.20295,1001,2001.77001953125,2.759999990463257,-0.73 to 4.56,34.89 to 35.00,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_160.nc
6903569,161,2022-04-25 09:20:04,68.54372,-3.83343,1001,2001.719970703125,2.440000057220459,-0.73 to 4.79,34.90 to 35.01,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_161.nc
6903569,162,2022-04-30 09:57:42,68.38641,-4.07476,1000,2001.3199462890625,4.349999904632568,-0.75 to 4.39,34.90 to 35.01,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_162.nc
6903569,165,2022-05-15 09:54:57,68.132195,-4.71694,1000,2001.2900390625,4.400000095367432,-0.74 to 4.22,34.89 to 34.99,D,argo_indian_ocean_data\float_6903569\profiles\profile_cycle_165.nc
